Region/Country/Area,,Year,Series,Value,Footnotes
174,Comoros,2010,Employment by industry: Agriculture (%) Male and Female,53.749,Estimate.
174,Comoros,2010,Employment by industry: Industry (%) Male and Female,13.672,Estimate.
174,Comoros,2010,Employment by industry: Services (%) Male and Female,32.578,Estimate.
174,Comoros,2010,Employment by industry: Agriculture (%) Male,49.218,Estimate.
174,Comoros,2010,Employment by industry: Industry (%) Male,15.448,Estimate.
174,Comoros,2010,Employment by industry: Services (%) Male,35.334,Estimate.
174,Comoros,2010,Employment by industry: Agriculture (%) Female,60.332,Estimate.
174,Comoros,2010,Employment by industry: Industry (%) Female,11.092,Estimate.
174,Comoros,2010,Employment by industry: Services (%) Female,28.576,Estimate.
174,Comoros,2015,Employment by industry: Agriculture (%) Male and Female,51.798,Estimate.
174,Comoros,2015,Employment by industry: Industry (%) Male and Female,13.369,Estimate.
174,Comoros,2015,Employment by industry: Services (%) Male and Female,34.833,Estimate.
174,Comoros,2015,Employment by industry: Agriculture (%) Male,47.613,Estimate.
174,Comoros,2015,Employment by industry: Industry (%) Male,15.493,Estimate.
174,Comoros,2015,Employment by industry: Services (%) Male,36.893,Estimate.
174,Comoros,2015,Employment by industry: Agriculture (%) Female,57.707,Estimate.
174,Comoros,2015,Employment by industry: Industry (%) Female,10.368,Estimate.
174,Comoros,2015,Employment by industry: Services (%) Female,31.925,Estimate.
174,Comoros,2020,Employment by industry: Agriculture (%) Male and Female,49.937,Estimate.
174,Comoros,2020,Employment by industry: Industry (%) Male and Female,13.046,Estimate.
174,Comoros,2020,Employment by industry: Services (%) Male and Female,37.018,Estimate.
174,Comoros,2020,Employment by industry: Agriculture (%) Male,46.146,Estimate.
174,Comoros,2020,Employment by industry: Industry (%) Male,15.453,Estimate.
174,Comoros,2020,Employment by industry: Services (%) Male,38.401,Estimate.
174,Comoros,2020,Employment by industry: Agriculture (%) Female,55.161,Estimate.
174,Comoros,2020,Employment by industry: Industry (%) Female,9.728,Estimate.
174,Comoros,2020,Employment by industry: Services (%) Female,35.11,Estimate.
178,Congo,2005,Employment by industry: Agriculture (%) Male and Female,39.969,
178,Congo,2005,Employment by industry: Industry (%) Male and Female,23.412,
178,Congo,2005,Employment by industry: Services (%) Male and Female,36.62,
178,Congo,2005,Employment by industry: Agriculture (%) Male,38.807,
178,Congo,2005,Employment by industry: Industry (%) Male,23.177,
178,Congo,2005,Employment by industry: Services (%) Male,38.016,
178,Congo,2005,Employment by industry: Agriculture (%) Female,41.19,
178,Congo,2005,Employment by industry: Industry (%) Female,23.659,
178,Congo,2005,Employment by industry: Services (%) Female,35.151,
178,Congo,2010,Employment by industry: Agriculture (%) Male and Female,37.422,Estimate.
178,Congo,2010,Employment by industry: Industry (%) Male and Female,23.336,Estimate.
178,Congo,2010,Employment by industry: Services (%) Male and Female,39.241,Estimate.
178,Congo,2010,Employment by industry: Agriculture (%) Male,36.572,Estimate.
178,Congo,2010,Employment by industry: Industry (%) Male,23.67,Estimate.
178,Congo,2010,Employment by industry: Services (%) Male,39.758,Estimate.
178,Congo,2010,Employment by industry: Agriculture (%) Female,38.33,Estimate.
178,Congo,2010,Employment by industry: Industry (%) Female,22.98,Estimate.
178,Congo,2010,Employment by industry: Services (%) Female,38.69,Estimate.
178,Congo,2015,Employment by industry: Agriculture (%) Male and Female,34.962,Estimate.
178,Congo,2015,Employment by industry: Industry (%) Male and Female,23.031,Estimate.
178,Congo,2015,Employment by industry: Services (%) Male and Female,42.006,Estimate.
178,Congo,2015,Employment by industry: Agriculture (%) Male,34.651,Estimate.
178,Congo,2015,Employment by industry: Industry (%) Male,23.88,Estimate.
178,Congo,2015,Employment by industry: Services (%) Male,41.469,Estimate.
178,Congo,2015,Employment by industry: Agriculture (%) Female,35.294,Estimate.
178,Congo,2015,Employment by industry: Industry (%) Female,22.129,Estimate.
178,Congo,2015,Employment by industry: Services (%) Female,42.577,Estimate.
178,Congo,2020,Employment by industry: Agriculture (%) Male and Female,33.776,Estimate.
178,Congo,2020,Employment by industry: Industry (%) Male and Female,21.746,Estimate.
178,Congo,2020,Employment by industry: Services (%) Male and Female,44.478,Estimate.
178,Congo,2020,Employment by industry: Agriculture (%) Male,34.398,Estimate.
178,Congo,2020,Employment by industry: Industry (%) Male,22.476,Estimate.
178,Congo,2020,Employment by industry: Services (%) Male,43.126,Estimate.
178,Congo,2020,Employment by industry: Agriculture (%) Female,33.12,Estimate.
178,Congo,2020,Employment by industry: Industry (%) Female,20.977,Estimate.
178,Congo,2020,Employment by industry: Services (%) Female,45.903,Estimate.
184,Cook Islands,2011,Employment by industry: Agriculture (%) Male and Female,4.3,Resident population (de jure).
184,Cook Islands,2011,Employment by industry: Industry (%) Male and Female,11.7,Resident population (de jure).
184,Cook Islands,2011,Employment by industry: Services (%) Male and Female,84,Resident population (de jure).
184,Cook Islands,2011,Employment by industry: Agriculture (%) Male,6.4,Resident population (de jure).
184,Cook Islands,2011,Employment by industry: Industry (%) Male,17.7,Resident population (de jure).
184,Cook Islands,2011,Employment by industry: Services (%) Male,75.9,Resident population (de jure).
184,Cook Islands,2011,Employment by industry: Agriculture (%) Female,1.8,Resident population (de jure).
184,Cook Islands,2011,Employment by industry: Industry (%) Female,5,Resident population (de jure).
184,Cook Islands,2011,Employment by industry: Services (%) Female,93.3,Resident population (de jure).
188,Costa Rica,2005,Employment by industry: Agriculture (%) Male and Female,15.246,
188,Costa Rica,2005,Employment by industry: Industry (%) Male and Female,21.63,
188,Costa Rica,2005,Employment by industry: Services (%) Male and Female,63.124,
188,Costa Rica,2005,Employment by industry: Agriculture (%) Male,20.864,
188,Costa Rica,2005,Employment by industry: Industry (%) Male,26.469,
188,Costa Rica,2005,Employment by industry: Services (%) Male,52.668,
188,Costa Rica,2005,Employment by industry: Agriculture (%) Female,4.763,
188,Costa Rica,2005,Employment by industry: Industry (%) Female,12.6,
188,Costa Rica,2005,Employment by industry: Services (%) Female,82.637,
188,Costa Rica,2010,Employment by industry: Agriculture (%) Male and Female,11.408,Estimate.
188,Costa Rica,2010,Employment by industry: Industry (%) Male and Female,19.985,Estimate.
188,Costa Rica,2010,Employment by industry: Services (%) Male and Female,68.607,Estimate.
188,Costa Rica,2010,Employment by industry: Agriculture (%) Male,15.92,Estimate.
188,Costa Rica,2010,Employment by industry: Industry (%) Male,25.051,Estimate.
188,Costa Rica,2010,Employment by industry: Services (%) Male,59.029,Estimate.
188,Costa Rica,2010,Employment by industry: Agriculture (%) Female,3.6,Estimate.
188,Costa Rica,2010,Employment by industry: Industry (%) Female,11.22,Estimate.
188,Costa Rica,2010,Employment by industry: Services (%) Female,85.18,Estimate.
188,Costa Rica,2015,Employment by industry: Agriculture (%) Male and Female,12.307,
188,Costa Rica,2015,Employment by industry: Industry (%) Male and Female,19.152,
188,Costa Rica,2015,Employment by industry: Services (%) Male and Female,68.54,
188,Costa Rica,2015,Employment by industry: Agriculture (%) Male,17.358,
188,Costa Rica,2015,Employment by industry: Industry (%) Male,25.086,
188,Costa Rica,2015,Employment by industry: Services (%) Male,57.556,
188,Costa Rica,2015,Employment by industry: Agriculture (%) Female,4.201,
188,Costa Rica,2015,Employment by industry: Industry (%) Female,9.629,
188,Costa Rica,2015,Employment by industry: Services (%) Female,86.17,
188,Costa Rica,2020,Employment by industry: Agriculture (%) Male and Female,11.891,Estimate.
188,Costa Rica,2020,Employment by industry: Industry (%) Male and Female,19.789,Estimate.
188,Costa Rica,2020,Employment by industry: Services (%) Male and Female,68.32,Estimate.
188,Costa Rica,2020,Employment by industry: Agriculture (%) Male,16.607,Estimate.
188,Costa Rica,2020,Employment by industry: Industry (%) Male,25.21,Estimate.
188,Costa Rica,2020,Employment by industry: Services (%) Male,58.184,Estimate.
188,Costa Rica,2020,Employment by industry: Agriculture (%) Female,4.114,Estimate.
188,Costa Rica,2020,Employment by industry: Industry (%) Female,10.848,Estimate.
188,Costa Rica,2020,Employment by industry: Services (%) Female,85.038,Estimate.
384,Côte d’Ivoire,2005,Employment by industry: Agriculture (%) Male and Female,49.301,Estimate.
384,Côte d’Ivoire,2005,Employment by industry: Industry (%) Male and Female,11.659,Estimate.
384,Côte d’Ivoire,2005,Employment by industry: Services (%) Male and Female,39.04,Estimate.
384,Côte d’Ivoire,2005,Employment by industry: Agriculture (%) Male,51.605,Estimate.
384,Côte d’Ivoire,2005,Employment by industry: Industry (%) Male,11.763,Estimate.
384,Côte d’Ivoire,2005,Employment by industry: Services (%) Male,36.632,Estimate.
384,Côte d’Ivoire,2005,Employment by industry: Agriculture (%) Female,45.331,Estimate.
384,Côte d’Ivoire,2005,Employment by industry: Industry (%) Female,11.479,Estimate.
384,Côte d’Ivoire,2005,Employment by industry: Services (%) Female,43.19,Estimate.
384,Côte d’Ivoire,2010,Employment by industry: Agriculture (%) Male and Female,47.261,Estimate.
384,Côte d’Ivoire,2010,Employment by industry: Industry (%) Male and Female,11.363,Estimate.
384,Côte d’Ivoire,2010,Employment by industry: Services (%) Male and Female,41.376,Estimate.
384,Côte d’Ivoire,2010,Employment by industry: Agriculture (%) Male,50.416,Estimate.
384,Côte d’Ivoire,2010,Employment by industry: Industry (%) Male,11.52,Estimate.
384,Côte d’Ivoire,2010,Employment by industry: Services (%) Male,38.063,Estimate.
384,Côte d’Ivoire,2010,Employment by industry: Agriculture (%) Female,42.251,Estimate.
384,Côte d’Ivoire,2010,Employment by industry: Industry (%) Female,11.112,Estimate.
384,Côte d’Ivoire,2010,Employment by industry: Services (%) Female,46.637,Estimate.
384,Côte d’Ivoire,2015,Employment by industry: Agriculture (%) Male and Female,43.557,Estimate.
384,Côte d’Ivoire,2015,Employment by industry: Industry (%) Male and Female,12.079,Estimate.
384,Côte d’Ivoire,2015,Employment by industry: Services (%) Male and Female,44.364,Estimate.
384,Côte d’Ivoire,2015,Employment by industry: Agriculture (%) Male,48.392,Estimate.
384,Côte d’Ivoire,2015,Employment by industry: Industry (%) Male,13.142,Estimate.
384,Côte d’Ivoire,2015,Employment by industry: Services (%) Male,38.467,Estimate.
384,Côte d’Ivoire,2015,Employment by industry: Agriculture (%) Female,36.409,Estimate.
384,Côte d’Ivoire,2015,Employment by industry: Industry (%) Female,10.507,Estimate.
384,Côte d’Ivoire,2015,Employment by industry: Services (%) Female,53.084,Estimate.
384,Côte d’Ivoire,2020,Employment by industry: Agriculture (%) Male and Female,39.267,Estimate.
384,Côte d’Ivoire,2020,Employment by industry: Industry (%) Male and Female,13.446,Estimate.
384,Côte d’Ivoire,2020,Employment by industry: Services (%) Male and Female,47.288,Estimate.
384,Côte d’Ivoire,2020,Employment by industry: Agriculture (%) Male,45.713,Estimate.
384,Côte d’Ivoire,2020,Employment by industry: Industry (%) Male,15.379,Estimate.
384,Côte d’Ivoire,2020,Employment by industry: Services (%) Male,38.908,Estimate.
384,Côte d’Ivoire,2020,Employment by industry: Agriculture (%) Female,30.275,Estimate.
384,Côte d’Ivoire,2020,Employment by industry: Industry (%) Female,10.75,Estimate.
384,Côte d’Ivoire,2020,Employment by industry: Services (%) Female,58.975,Estimate.
191,Croatia,2005,Employment by industry: Agriculture (%) Male and Female,17.3,
191,Croatia,2005,Employment by industry: Industry (%) Male and Female,28.628,
191,Croatia,2005,Employment by industry: Services (%) Male and Female,54.072,
